id	symbol	chr	strand	nprots	ntrans	SV	WT	SV_prots	WT_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000133393	FOPNL	16	-	9	9	15973746:15977865	15973746:15976806|15976878:15977865|15976906:15977865	ENSP00000255759|ENSP00000458348|ENSP00000459804	ENSP00000460592|ENSP00000461548|ENSP00000461830	1	1	72	100
ENSG00000131044	TTLL9	20	+	6	6	30497726:30510766	30497726:30507667|30507736:30510766	ENSP00000365086|ENSP00000365088	ENSP00000308980|ENSP00000365100|ENSP00000365105|ENSP00000442515	1	1	69	69
ENSG00000158552	ZFAND2B	2	+	13	20	220073362:220073984	220073362:220073699|220073772:220073984	ENSP00000416138	ENSP00000289528|ENSP00000386898	1	1	73	73
ENSG00000267619	TRAPPC4	HG299_PATCH	+	8	14	118889681:118892470	118889681:118889853|118889899:118890860|118889921:118890915|118890028:118890860|118890028:118892470|118890028:118890860|118890964:118892470	ENSP00000467686	ENSP00000464740|ENSP00000466337|ENSP00000466692|ENSP00000467298|ENSP00000468226	1	2	117	279
ENSG00000141449	GREB1L	18	+	8	13	18983956:19019482	18983956:19014908|19015037:19019482	ENSP00000269218|ENSP00000383331|ENSP00000393125|ENSP00000412060|ENSP00000464162	ENSP00000463926	1	1	129	129
ENSG00000145348	TBCK	4	-	13	20	107168445:107171575	107168445:107169402|107169464:107170078|107170140:107171575	ENSP00000426093	ENSP00000273980|ENSP00000355338|ENSP00000378196|ENSP00000378198|ENSP00000405847	2	2	124	124
ENSG00000137571	SLCO5A1	8	-	4	8	70594579:70744002	70594579:70617266|70617465:70650275|70617465:70667659|70650440:70667659|70667877:70673978|70674111:70744002	ENSP00000432676	ENSP00000260126|ENSP00000431611|ENSP00000434422	3	4	550	715
ENSG00000083312	TNPO1	5	+	7	16	72151751:72168466	72151751:72157635|72157742:72161423|72161557:72168466	ENSP00000415164|ENSP00000430312	ENSP00000336712|ENSP00000425118	2	2	241	241
ENSG00000151422	FER	5	+	4	9	108207914:108281831	108207914:108219097|108219220:108233360|108233550:108281831	ENSP00000442627	ENSP00000281092|ENSP00000394297	2	2	313	313
ENSG00000100601	ALKBH1	14	-	3	4	78146314:78170712	78146314:78161081|78161244:78170712	ENSP00000451386|ENSP00000451886	ENSP00000216489	1	1	163	163
ENSG00000115850	LCT	2	-	2	2	136555709:136561500	136555709:136558177|136558380:136561500	ENSP00000391231	ENSP00000264162	1	1	203	203
ENSG00000168769	TET2	4	+	9	11	106158509:106163991	106158509:106162496|106162587:106163991	ENSP00000265149|ENSP00000442867	ENSP00000369351|ENSP00000425443|ENSP00000442788	1	1	91	91
ENSG00000105875	WDR91	7	-	3	10	134871922:134874096	134871922:134873185|134873298:134874096	ENSP00000340877	ENSP00000346466|ENSP00000392555	1	1	113	113
ENSG00000161526	SAP30BP	17	+	13	26	73698652:73700836	73698652:73699391|73699452:73699888|73699940:73700836	ENSP00000446117	ENSP00000293208|ENSP00000347592|ENSP00000462116|ENSP00000462133|ENSP00000463545|ENSP00000463615|ENSP00000463758	2	2	113	113
ENSG00000185513	L3MBTL1	20	+	9	20	42159060:42161413	42159060:42159438|42159530:42161413	ENSP00000412938	ENSP00000362226|ENSP00000362227|ENSP00000398516|ENSP00000402107|ENSP00000403316|ENSP00000410139	1	1	92	92
ENSG00000260485	PUF60	HG104_HG975_PATCH	-	12	22	144900705:144903767	144900705:144902836|144902887:144903767	ENSP00000454822|ENSP00000455375|ENSP00000456170|ENSP00000456228|ENSP00000456244|ENSP00000456640	ENSP00000454436|ENSP00000454452|ENSP00000455003|ENSP00000455879|ENSP00000458108	1	1	51	51
ENSG00000180096	SEPT1	16	-	5	11	30392795:30393414	30392795:30393081|30393205:30393414	ENSP00000459780	ENSP00000324511|ENSP00000456512|ENSP00000460441	1	1	124	124
ENSG00000162620	LRRIQ3	1	-	7	10	74621551:74649120	74621551:74648222|74648546:74649120	ENSP00000359946|ENSP00000398289	ENSP00000346414|ENSP00000378524|ENSP00000415319	1	1	324	324
ENSG00000135164	DMTF1	7	+	30	41	86823419:86824347	86823419:86824000|86824145:86824347	ENSP00000410288	ENSP00000332171|ENSP00000378193|ENSP00000402627|ENSP00000412532|ENSP00000415910	1	1	145	145
ENSG00000158481	CD1C	1	+	2	2	158262665:158263245	158262665:158263002|158263093:158263245	ENSP00000408755	ENSP00000357152	1	1	91	91
ENSG00000181938	GINS3	16	+	3	10	58426692:58438403	58426692:58429006|58426692:58437002|58429123:58437002|58437236:58438403	ENSP00000327449	ENSP00000318196|ENSP00000401018	1	2	234	351
ENSG00000140988	RPS2	16	-	9	17	2012658:2013150	2012658:2012737|2012911:2013150	ENSP00000436865	ENSP00000341885|ENSP00000433034|ENSP00000433170|ENSP00000460860	1	1	174	174
ENSG00000177548	RABEP2	16	-	8	14	28917081:28917340	28917081:28917188|28917200:28917340	ENSP00000350186	ENSP00000350934|ENSP00000442798	1	1	12	12
ENSG00000197580	BCO2	11	+	12	19	112064421:112070422	112064421:112064602|112064718:112065376|112065479:112070422	ENSP00000354338	ENSP00000350314|ENSP00000376752|ENSP00000414843|ENSP00000431802|ENSP00000436615|ENSP00000437053	2	2	219	219
ENSG00000204296	C6orf10	6	-	8	8	32291392:32298366	32291392:32292433|32292457:32298366	ENSP00000364146|ENSP00000411164|ENSP00000415517|ENSP00000431199|ENSP00000435103	ENSP00000364155	1	1	24	24
ENSG00000067082	KLF6	10	-	3	7	3821783:3823833	3821783:3822298|3822422:3823833	ENSP00000445301	ENSP00000419923	1	1	124	124
ENSG00000223465	LST1	HSCHR6_MHC_DBB	+	22	25	31537657:31538422	31537657:31537867|31537890:31538422	ENSP00000406625|ENSP00000447727	ENSP00000396179	1	1	23	23
ENSG00000164855	TMEM184A	7	-	7	11	1589582:1589941	1589582:1589759|1589835:1589941	ENSP00000326348	ENSP00000297477|ENSP00000325945	1	1	76	76
ENSG00000166900	STX3	11	+	8	9	59540768:59556346	59540768:59554510|59554610:59556346	ENSP00000436200	ENSP00000300150|ENSP00000338562|ENSP00000433248|ENSP00000441649	1	1	100	100
ENSG00000141644	MBD1	18	-	24	30	47800234:47801347	47800234:47800556|47800721:47801347|47800724:47801347	ENSP00000285102|ENSP00000342531|ENSP00000381502|ENSP00000381506|ENSP00000381508|ENSP00000466806|ENSP00000467606|ENSP00000468042	ENSP00000269468|ENSP00000269469|ENSP00000339546|ENSP00000372407|ENSP00000405268|ENSP00000408846|ENSP00000466092|ENSP00000467017|ENSP00000468430|ENSP00000468785	1	1	165	168
ENSG00000157823	AP3S2	15	-	8	15	90420657:90431753	90420657:90421497|90421533:90431753	ENSP00000394170|ENSP00000453288	ENSP00000453380	1	1	36	36
ENSG00000187288	CIDEC	3	-	6	7	9908981:9918750	9908981:9911566|9911754:9911848|9912007:9912129|9912007:9918750|9912159:9918750	ENSP00000373328|ENSP00000411356	ENSP00000338642|ENSP00000408631	2	3	347	377
ENSG00000111641	NOP2	12	-	13	21	6673113:6675267	6673113:6673316|6673415:6675267	ENSP00000313272|ENSP00000382392|ENSP00000439422|ENSP00000440754|ENSP00000442895|ENSP00000443035|ENSP00000443150|ENSP00000444437	ENSP00000371858	1	1	99	99
ENSG00000128683	GAD1	2	+	10	16	171693394:171702016	171693394:171700555|171700668:171702016	ENSP00000403849	ENSP00000350928|ENSP00000434696	1	1	113	113
ENSG00000134759	ELP2	18	+	13	28	33718836:33721100	33718836:33719382|33719577:33721100	ENSP00000350967|ENSP00000440426|ENSP00000443555	ENSP00000414851	1	1	195	195
ENSG00000125772	GPCPD1	20	-	2	6	5539466:5545663	5539466:5540586|5540723:5542111|5542177:5545663	ENSP00000396720	ENSP00000368305	2	2	203	203
ENSG00000017621	MAGIX	X	+	8	9	49021128:49021528	49021128:49021201|49021128:49021246|49021128:49021201|49021429:49021528	ENSP00000400147|ENSP00000403515|ENSP00000405887	ENSP00000387928|ENSP00000411713|ENSP00000416219	1	1	183	228
ENSG00000205436	EXOC3L4	14	+	4	7	103570727:103571329	103570727:103571075|103571176:103571329	ENSP00000454174	ENSP00000369409	1	1	101	101
ENSG00000108219	TSPAN14	10	+	7	9	82249071:82271900	82249071:82266984|82249071:82264484|82264535:82266984|82267131:82269057|82267131:82271900|82269228:82271900	ENSP00000418195	ENSP00000344076|ENSP00000361229|ENSP00000361231|ENSP00000361237|ENSP00000396270	2	3	198	369
ENSG00000164049	FBXW12	3	+	4	6	48416963:48420890	48416963:48419807|48420017:48420890	ENSP00000414683	ENSP00000296438|ENSP00000406139	1	1	210	210
ENSG00000073921	PICALM	11	-	17	23	85726007:85779693	85726007:85733410|85733513:85737334|85737410:85742511|85742654:85779693	ENSP00000433166|ENSP00000435499	ENSP00000348718|ENSP00000377015|ENSP00000431545|ENSP00000433303|ENSP00000433846|ENSP00000436958	3	3	322	322
ENSG00000005379	BZRAP1	17	-	6	12	56402364:56403654	56402364:56402895|56403075:56403654	ENSP00000268893	ENSP00000345824|ENSP00000347929	1	1	180	180
ENSG00000263148	ATP2B3	HG1497_PATCH	+	6	8	152733576:152748450	152733576:152738075|152738229:152748450	ENSP00000461370|ENSP00000468854	ENSP00000458650|ENSP00000460886|ENSP00000471537	1	1	154	154
ENSG00000164414	SLC35A1	6	+	4	5	88216167:88218759	88216167:88218138|88218315:88218759	ENSP00000358569	ENSP00000358565|ENSP00000438603	1	1	177	177
ENSG00000100106	TRIOBP	22	+	9	11	38147836:38151108	38147836:38150884|38150992:38151108	ENSP00000399006	ENSP00000383913|ENSP00000384312|ENSP00000386026|ENSP00000387881|ENSP00000396946|ENSP00000407542	1	1	108	108
ENSG00000057593	F7	13	+	4	6	113760220:113765004	113760220:113761159|113761225:113765004	ENSP00000329546	ENSP00000364731	1	1	66	66
ENSG00000215522	DDR1	HSCHR6_MHC_QBL	+	15	21	30852041:30854383	30852041:30852773|30852041:30853990|30852884:30854100|30852884:30853990|30854235:30854383	ENSP00000448797	ENSP00000383334|ENSP00000383336|ENSP00000383337|ENSP00000383338|ENSP00000383339|ENSP00000403247|ENSP00000449255	1	2	245	356
ENSG00000064787	BCAS1	20	-	7	7	52583613:52601826	52583613:52591928|52591970:52601826	ENSP00000360495|ENSP00000396361	ENSP00000379290	1	1	42	42
ENSG00000138468	SENP7	3	-	8	9	101090971:101136437	101090971:101117705|101117900:101136437	ENSP00000377654	ENSP00000342159|ENSP00000377655	1	1	195	195
ENSG00000125618	PAX8	2	-	9	13	113984834:113999128	113984834:113992971|113984834:113994178|113993081:113994178|113993160:113994178|113994299:113999128	ENSP00000263335	ENSP00000263334|ENSP00000314750|ENSP00000395498|ENSP00000451240	1	2	121	310
ENSG00000117322	CR2	1	+	4	7	207644433:207646117	207644433:207644768|207644845:207646117	ENSP00000404222	ENSP00000356024|ENSP00000356025|ENSP00000356026	1	1	77	77
ENSG00000172260	NEGR1	1	-	3	6	72076830:72241855	72076830:72163691|72163823:72241855	ENSP00000413294	ENSP00000305938|ENSP00000350364	1	1	132	132
ENSG00000168883	USP39	2	+	8	19	85872207:85875884	85872207:85875053|85875140:85875884	ENSP00000386572	ENSP00000312981|ENSP00000386864|ENSP00000396133	1	1	87	87
ENSG00000111452	GPR133	12	+	10	16	131569209:131616270	131569209:131589376|131589480:131590299|131590411:131593269|131593423:131602930|131602997:131605392|131605459:131616270	ENSP00000334127	ENSP00000261654|ENSP00000365872|ENSP00000438021|ENSP00000444425	5	5	504	504
ENSG00000108953	YWHAE	17	-	7	13	1248794:1303341	1248794:1268153|1248794:1257505|1257642:1264386|1264593:1265196|1265303:1268153|1268353:1303341	ENSP00000458386	ENSP00000264335|ENSP00000460712	1	4	200	651
ENSG00000110841	PPFIBP1	12	+	13	17	27835637:27841231	27835637:27840318|27840441:27841231	ENSP00000438174	ENSP00000228425|ENSP00000314724|ENSP00000443442|ENSP00000444304|ENSP00000445425	1	1	123	123
ENSG00000155749	ALS2CR12	2	-	7	10	202195557:202211265	202195557:202207093|202207155:202208893|202208987:202211265	ENSP00000393945	ENSP00000286190|ENSP00000376086|ENSP00000385098|ENSP00000412073	2	2	156	156
ENSG00000141258	SGSM2	17	+	9	14	2241040:2264931	2241040:2246839|2246915:2264931	ENSP00000459218	ENSP00000268989|ENSP00000415107|ENSP00000459126|ENSP00000476800	1	1	76	76
ENSG00000227315	NEU1	HSCHR6_MHC_COX	-	3	5	31816771:31817938	31816771:31817319|31817512:31817938	ENSP00000432761	ENSP00000408207|ENSP00000432824	1	1	193	193
ENSG00000130244	FAM98C	19	+	5	10	38894335:38897550	38894335:38895548|38895754:38895984|38896062:38896159|38896276:38897550	ENSP00000467974	ENSP00000252530	3	3	401	401
ENSG00000167851	CD300A	17	+	5	6	72477466:72480140	72477466:72477865|72477973:72480140	ENSP00000376401	ENSP00000308188|ENSP00000353259|ENSP00000354564|ENSP00000463189	1	1	108	108
ENSG00000122687	FTSJ2	7	-	3	5	2275200:2279053	2275200:2278469|2278573:2279053	ENSP00000242257	ENSP00000392343	1	1	104	104
ENSG00000147443	DOK2	8	-	5	7	21768369:21769740	21768369:21769412|21769500:21769740	ENSP00000429508	ENSP00000276420|ENSP00000429224	1	1	88	88
ENSG00000123552	USP45	6	-	14	16	99924107:99936076	99924107:99930629|99930760:99936076	ENSP00000376495|ENSP00000421248	ENSP00000333376|ENSP00000358236|ENSP00000422460|ENSP00000424372|ENSP00000425876	1	1	131	131
ENSG00000099290	FAM21A	10	+	6	8	51885940:51887343	51885940:51886920|51886983:51887343	ENSP00000344037	ENSP00000282633|ENSP00000382277	1	1	63	63
ENSG00000162039	MEIOB	16	-	7	9	1884368:1889256	1884368:1887785|1887872:1889256	ENSP00000380504|ENSP00000391033	ENSP00000314484|ENSP00000390778|ENSP00000457416	1	1	87	87
ENSG00000123131	PRDX4	X	+	4	5	23701823:23704402	23701823:23704119|23704165:23704402	ENSP00000368646	ENSP00000413736	1	1	46	46
ENSG00000094975	SUCO	1	+	4	9	172544764:172546904	172544764:172546679|172546700:172546904	ENSP00000356696|ENSP00000477484	ENSP00000263688|ENSP00000476704	1	1	21	21
ENSG00000163312	HELQ	4	-	3	6	84362557:84367167	84362557:84364670|84364768:84367167	ENSP00000424186	ENSP00000295488|ENSP00000424539	1	1	98	98
ENSG00000234514	LST1	HSCHR6_MHC_MCF	+	22	25	31631402:31632027	31631402:31631724|31631817:31632027	ENSP00000391057|ENSP00000396004|ENSP00000398228|ENSP00000406438|ENSP00000413526	ENSP00000396378|ENSP00000398685|ENSP00000404051|ENSP00000414636	1	1	93	93
ENSG00000179241	LDLRAD3	11	+	3	6	36120012:36248635	36120012:36123465|36123582:36248635	ENSP00000318607|ENSP00000433954	ENSP00000434313	1	1	117	117
ENSG00000187764	SEMA4D	9	-	16	25	91978866:92001282	91978866:91991748|91991967:91995970|91996014:91996089|91996262:92001282	ENSP00000395222|ENSP00000446394	ENSP00000343418|ENSP00000344923|ENSP00000391733|ENSP00000411981	3	3	436	436
ENSG00000136603	SKIL	3	+	6	10	170099130:170108011	170099130:170102321|170102416:170108011|170102554:170108011	ENSP00000418237	ENSP00000259119|ENSP00000400193|ENSP00000406520|ENSP00000415243	1	1	95	233
ENSG00000206396	C6orf25	HSCHR6_MHC_QBL	+	5	8	31681997:31682775	31681997:31682152|31682243:31682597|31682638:31682775	ENSP00000372902	ENSP00000382944	2	2	132	132
ENSG00000081377	CDC14B	9	-	10	15	99266072:99284788	99266072:99271955|99272072:99284788	ENSP00000364388	ENSP00000364389|ENSP00000364390	1	1	117	117
ENSG00000092108	SCFD1	14	+	16	26	31107454:31112522	31107454:31108983|31109071:31112522	ENSP00000309417	ENSP00000379870|ENSP00000388078|ENSP00000390783|ENSP00000443010|ENSP00000450755	1	1	88	88
ENSG00000152056	AP1S3	2	-	9	9	224630068:224642408	224630068:224640618|224640727:224642408	ENSP00000333888	ENSP00000379891|ENSP00000388738|ENSP00000397155	1	1	109	109
ENSG00000089280	FUS	16	+	4	13	31196501:31199646	31196501:31198123|31198158:31199646	ENSP00000455073	ENSP00000254108|ENSP00000369594|ENSP00000455282	1	1	35	35
ENSG00000131408	NR1H2	19	+	11	14	50881128:50881779	50881128:50881406|50881570:50881779|50881697:50881779	ENSP00000396151	ENSP00000253727|ENSP00000469778|ENSP00000471194|ENSP00000471294|ENSP00000472138|ENSP00000472271|ENSP00000472526	1	1	164	291
ENSG00000163611	SPICE1	3	-	5	7	113166988:113187609	113166988:113169183|113169364:113172313|113172798:113175983|113176205:113179464|113179612:113184500|113184632:113186986|113187252:113187609	ENSP00000420363	ENSP00000295872	6	6	1434	1434
ENSG00000171160	MORN4	10	-	4	4	99376169:99376965	99376169:99376435|99376545:99376965	ENSP00000441070	ENSP00000307636|ENSP00000335498	1	1	110	110
ENSG00000185345	PARK2	6	-	7	7	162394450:162622163	162394450:162475123|162475207:162622163	ENSP00000355863	ENSP00000355858|ENSP00000355865|ENSP00000434414	1	1	84	84
ENSG00000163743	RCHY1	4	-	9	14	76434146:76439407	76434146:76434387|76434507:76439407	ENSP00000370220|ENSP00000424472	ENSP00000321239|ENSP00000401041|ENSP00000421084|ENSP00000421958|ENSP00000424631	1	1	120	120
ENSG00000136404	TM6SF1	15	+	8	9	83788434:83796110	83788434:83790673|83788434:83790664|83788434:83790673|83790752:83791505|83790756:83791509|83790756:83796110|83791631:83793424|83793529:83795507|83793529:83796110|83795600:83796110	ENSP00000258909	ENSP00000317000|ENSP00000368696|ENSP00000368700|ENSP00000457477	1	4	83	412
ENSG00000079332	SAR1A	10	-	8	9	71913726:71917520	71913726:71914844|71914881:71917520	ENSP00000362335|ENSP00000362338|ENSP00000362339|ENSP00000399698|ENSP00000437979	ENSP00000398165	1	1	37	37
ENSG00000164066	INTU	4	+	7	9	128629824:128635091	128629824:128632068|128632258:128635091	ENSP00000427150	ENSP00000334003	1	1	190	190
ENSG00000146416	AIG1	6	+	9	10	143382204:143486219	143382204:143457972|143458128:143486219	ENSP00000340090|ENSP00000405048	ENSP00000275235|ENSP00000350509|ENSP00000356570|ENSP00000356573|ENSP00000473952	1	1	156	156
ENSG00000100578	KIAA0586	14	+	8	13	58979346:59014499	58979346:59006789|59006855:59010601|59006855:59014499|59010686:59014499	ENSP00000451356	ENSP00000261244|ENSP00000346359|ENSP00000399427|ENSP00000452351	1	2	66	151
ENSG00000177082	WDR73	15	-	4	21	85191186:85195945	85191186:85191768|85191857:85195945	ENSP00000453779	ENSP00000387982|ENSP00000453204|ENSP00000453732	1	1	89	89
ENSG00000183654	MARCH11	5	-	2	3	16067903:16177835	16067903:16090998|16091191:16177835	ENSP00000424425	ENSP00000333181	1	1	193	193
ENSG00000155816	FMN2	1	+	5	7	240341369:240351507	240341369:240343469|240343481:240351507	ENSP00000318884	ENSP00000409308	1	1	12	12
ENSG00000147044	CASK	X	-	10	15	41414889:41419032	41414889:41416285|41416354:41419032	ENSP00000367421|ENSP00000398007|ENSP00000400526	ENSP00000322727|ENSP00000367405|ENSP00000367408	1	1	69	69
ENSG00000165078	CPA6	8	-	4	4	68423891:68536411	68423891:68430158|68430283:68536411	ENSP00000419016	ENSP00000297770|ENSP00000431112	1	1	125	125
ENSG00000145703	IQGAP2	5	+	11	19	75933002:75948575	75933002:75936758|75936929:75948575	ENSP00000379535|ENSP00000426027|ENSP00000442313	ENSP00000274364|ENSP00000421097|ENSP00000422661|ENSP00000423672	1	1	171	171
ENSG00000164171	ITGA2	5	+	6	6	52344308:52347241	52344308:52344473|52344601:52347241	ENSP00000426489	ENSP00000296585|ENSP00000422145|ENSP00000424397|ENSP00000424642	1	1	128	128
ENSG00000145725	PPIP5K2	5	+	10	16	102515890:102520373	102515890:102518935|102519109:102520373	ENSP00000424948|ENSP00000467099	ENSP00000313070|ENSP00000351126|ENSP00000416016	1	1	174	174
ENSG00000166377	ATP9B	18	+	15	27	77107926:77119354	77107926:77108132|77108197:77119354	ENSP00000467935	ENSP00000304500|ENSP00000398076|ENSP00000442015|ENSP00000465269	1	1	65	65
ENSG00000166091	CMTM5	14	+	6	8	23847711:23848240	23847711:23847878|23848079:23848240	ENSP00000352270|ENSP00000451514	ENSP00000344819	1	1	201	201
ENSG00000257793	CRHR1	HSCHR17_1	-	6	6	44340384:44341158	44340384:44340959|44341001:44341158	ENSP00000448783	ENSP00000447617|ENSP00000448155|ENSP00000448734|ENSP00000448894	1	1	42	42
ENSG00000123600	METTL8	2	-	8	16	172187209:172195694	172187209:172188314|172187209:172188275|172188378:172193963|172194013:172195694	ENSP00000376377	ENSP00000364407|ENSP00000376382|ENSP00000407180|ENSP00000409025	2	2	114	153
ENSG00000117262	GPR89A	1	-	8	14	145816741:145826888	145816741:145818767|145818827:145826888	ENSP00000433482	ENSP00000319673|ENSP00000434108|ENSP00000436705	1	1	60	60
ENSG00000066185	ZMYND12	1	-	2	4	42905697:42915589	42905697:42914138|42914310:42915589	ENSP00000398340	ENSP00000361646	1	1	172	172
ENSG00000204084	INPP5B	1	-	6	11	38348591:38352560	38348591:38351310|38351498:38352560	ENSP00000397748	ENSP00000362114|ENSP00000362115|ENSP00000362117|ENSP00000362118	1	1	188	188
ENSG00000205944	DAZ2	Y	+	10	10	25385429:25411854	25385429:25387753|25387825:25394910|25387825:25390137|25390209:25392533|25392605:25394910|25394982:25402065|25394982:25397292|25394982:25411854|25397364:25399688|25399760:25402065|25402137:25411854	ENSP00000371731	ENSP00000371743|ENSP00000371861|ENSP00000371877	2	7	144	504
ENSG00000178202	KDELC2	11	-	5	7	108348439:108351907	108348439:108350028|108350223:108351907	ENSP00000436147	ENSP00000315386|ENSP00000413429	1	1	195	195
ENSG00000100987	VSX1	20	-	9	10	25053280:25059465	25053280:25058321|25058502:25059465	ENSP00000387069|ENSP00000389654	ENSP00000386612|ENSP00000399496	1	1	181	181
ENSG00000106665	CLIP2	7	+	5	9	73795194:73800851	73795194:73795912|73795961:73800851	ENSP00000223398|ENSP00000355151|ENSP00000378500	ENSP00000417597	1	1	49	49
